record_id,trip_start_date,trip_days,distance_km,transport_mode,tuk_engine_type,fuel_type,bus_type,occupancy,congestion_factor,terrain_factor,hotel_class,nightly_kwh_est,season,grid_ef_kgCO2_per_kWh,diesel_gen_l_per_night,water_heating,safari_engine_hours,festival_event,pilgrimage_support_km,pilgrimage_support_liters,meal_plan,food_emissions_kgCO2,rice_kg_per_day,rice_emissions_kgCO2,waste_kg_per_day,waste_method,waste_emissions_kgCO2,plastic_bottles_per_day,plastic_emissions_kgCO2,transport_emissions_kgCO2,accommodation_elec_kgCO2,accommodation_gen_kgCO2,festival_gen_emissions_kgCO2,pilgrimage_emissions_kgCO2,total_trip_emissions_kgCO2
1050,2025-01-19,5,99.1,Private Car,,Diesel,,1,0.99,1.0,3-star,17.9,wet,0.07,17.88,Electric Boiler,0.0,Small Local Festival,0,0.0,Mixed,19.77,0.6,4.53,2.236,Sanitary Landfill,5.589,0,0.0,15.681,7.314,239.592,32.137,0.0,324.613
1051,2025-08-15,7,91.1,Hybrid Car,,Petrol,,1,1.03,1.0,Guesthouse,6.03,wet,0.07,2.53,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.6,6.342,0.213,Composting,0.075,1,0.35,3.899,4.424,47.463,0.0,0.0,82.251
1052,2025-03-31,10,77.6,Public Bus,,Petrol,Public,42,0.94,1.0,5-star,109.4,wet,0.07,8.86,Electric Boiler,0.0,None,0,0.0,Mixed,39.54,0.6,9.06,0.225,Incineration,0.45,1,0.5,0.035,78.683,237.448,0.0,0.0,365.715
1053,2025-01-13,7,80.8,Hybrid Car,,LPG,,4,1.13,1.0,Guesthouse,5.85,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,47.628,0.6,6.342,2.315,Composting,0.81,2,0.7,1.345,4.339,0.0,0.0,0.0,61.164
1054,2025-09-23,5,83.7,Train,,Electric,,28,0.8,1.0,5-star,127.54,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Local,14.07,0.3,2.265,1.57,Open Landfill,3.924,2,0.5,0.072,522.919,0.0,0.0,0.0,543.75
1055,2025-07-18,7,87.8,Electric Car,,Electric,,2,1.24,1.35,Guesthouse,5.98,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Local,19.698,0.6,6.342,0.2,Sanitary Landfill,0.7,1,0.35,76.07,34.35,0.0,0.0,0.0,137.51
1056,2025-07-18,8,83.6,Tourist Coach,,Petrol,Private,12,0.99,1.0,5-star,91.75,wet,0.07,0.0,Solar Thermal,0.0,Small Local Festival,0,0.0,Local,22.512,0.6,7.248,0.693,Open Landfill,2.77,0,0.0,0.483,51.38,0.0,114.459,0.0,198.852
1057,2025-11-23,5,13.8,Hybrid Car,,LPG,,2,0.8,1.0,4-star,50.51,wet,0.07,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,14.07,0.6,4.53,1.911,Open Landfill,4.778,0,0.0,0.314,18.729,0.0,269.454,0.0,311.874
1058,2025-04-27,4,70.9,Tourist Coach,,Electric,Private,13,0.87,1.0,Eco-lodge,7.69,wet,0.07,13.26,Electric Boiler,0.0,None,0,0.0,Local,11.256,1.0,6.04,0.898,Sanitary Landfill,1.796,3,0.6,0.332,2.992,142.147,0.0,0.0,165.164
1059,2025-07-24,5,95.9,Pilgrimage Support Truck,,LPG,,12,1.05,1.0,Budget Hotel,9.49,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,19.77,0.6,4.53,1.241,Open Landfill,3.102,0,0.0,21.291,4.373,0.0,0.0,0.0,53.066
1060,2025-07-29,6,85.8,Private Car,,LPG,,1,1.0,1.0,4-star,50.01,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,0.6,5.436,0.544,Incineration,0.653,4,1.2,13.059,260.798,0.0,0.0,0.0,298.03
1061,2025-10-10,4,137.2,Hybrid Car,,Diesel,,1,0.8,1.0,Guesthouse,5.38,wet,0.07,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Import-Heavy,27.216,0.6,3.624,1.8,Open Landfill,3.6,2,0.4,4.646,2.348,0.0,45.412,0.0,87.246
1062,2025-10-16,6,117.2,Train,,Electric,,104,1.44,1.0,Budget Hotel,10.81,wet,0.07,10.06,Electric Boiler,0.0,None,0,0.0,Local,16.884,1.0,9.06,0.906,Open Landfill,2.717,1,0.3,0.049,5.801,161.765,0.0,0.0,196.575
1063,2025-11-10,4,27.8,Tourist Coach,,Electric,Private,23,0.87,1.0,5-star,103.51,wet,0.07,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,11.256,1.0,6.04,1.128,Open Landfill,2.256,1,0.2,0.074,29.822,0.0,150.927,0.0,200.575
1064,2025-07-02,6,70.0,Electric Car,,Electric,,2,0.8,1.0,Guesthouse,5.6,wet,0.07,1.37,Solar Thermal,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Mixed,23.724,0.6,5.436,1.128,Open Landfill,3.385,0,0.0,6.057,2.351,22.03,1007.806,0.0,1070.788
1065,2025-10-15,6,61.3,Private Car,,LPG,,4,1.07,1.0,Budget Hotel,12.64,wet,0.07,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,16.884,0.6,5.436,0.902,Open Landfill,2.707,0,0.0,2.359,6.568,0.0,418.44,0.0,452.394
1066,2025-05-08,6,79.7,Private Car,,LPG,,1,1.09,1.0,Guesthouse,5.77,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,40.824,0.6,5.436,1.391,Composting,0.417,1,0.3,11.18,43.125,0.0,0.0,0.0,101.282
1067,2025-07-05,7,79.8,Pilgrimage Support Truck,,LPG,,15,0.8,1.0,Guesthouse,5.02,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,47.628,0.6,6.342,0.943,Incineration,1.321,3,1.05,14.639,3.931,0.0,0.0,0.0,74.91
1068,2025-06-03,7,116.7,Safari Jeep,,LPG,,5,1.22,1.0,Eco-lodge,7.52,dry,0.82,0.0,Electric Boiler,4.19,Small Local Festival,0,0.0,Mixed,27.678,1.0,10.57,1.448,Open Landfill,5.069,3,1.05,1.508,60.38,0.0,33.291,0.0,139.546
1069,2025-11-05,7,90.6,Public Bus,,LPG,Public,17,0.92,1.0,Eco-lodge,5.95,dry,0.82,0.0,Diesel Boiler,0.0,None,0,0.0,Import-Heavy,47.628,1.0,10.57,0.647,Open Landfill,2.263,2,0.7,0.098,34.161,28.14,0.0,0.0,123.56
1070,2025-01-13,6,153.8,Pilgrimage Support Truck,,Electric,,1,0.86,1.0,4-star,45.28,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,1.5,13.59,0.263,Incineration,0.316,1,0.3,404.801,237.533,0.0,0.0,0.0,673.424
1071,2025-02-11,8,94.5,Hybrid Car,,LPG,,1,0.99,1.0,Budget Hotel,8.83,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,54.432,1.0,12.08,0.359,Sanitary Landfill,1.436,3,1.2,4.322,6.624,0.0,0.0,0.0,80.094
1072,2025-05-19,4,30.2,Hybrid Car,,Petrol,,1,1.13,1.0,Eco-lodge,8.44,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Mixed,15.816,0.6,3.624,1.273,Open Landfill,2.545,3,0.6,1.241,27.682,0.0,0.0,0.0,51.508
1073,2025-09-08,6,52.0,Public Bus,,Diesel,Public,33,1.03,1.0,5-star,93.85,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,23.724,1.0,9.06,0.442,Sanitary Landfill,1.325,0,0.0,0.032,476.489,0.0,0.0,0.0,510.631
1074,2025-02-24,8,116.2,Private Car,,Petrol,,4,0.96,1.0,Eco-lodge,7.22,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,22.512,1.0,12.08,0.96,Composting,0.384,1,0.4,4.443,5.723,0.0,0.0,0.0,45.542
1075,2025-11-13,3,1.0,Private Car,,LPG,,1,0.93,1.0,Guesthouse,6.82,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,8.442,1.0,4.53,1.342,Incineration,0.805,2,0.3,0.154,24.169,0.0,0.0,0.0,38.401
1076,2025-01-02,9,1.0,Tuk-Tuk,4-stroke,Diesel,,2,0.8,1.0,Guesthouse,5.47,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Local,25.326,0.3,4.077,1.745,Incineration,3.141,3,1.35,0.024,3.443,0.0,0.0,0.0,37.361
1077,2025-08-29,5,80.6,Hybrid Car,,LPG,,1,1.43,1.0,4-star,47.23,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Import-Heavy,34.02,0.6,4.53,1.401,Composting,0.35,2,0.5,6.574,16.53,0.0,0.0,0.0,62.504
1078,2025-04-07,3,137.1,Private Car,,Petrol,,1,1.11,1.35,3-star,19.87,wet,0.07,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,8.442,0.6,2.718,1.172,Open Landfill,1.758,0,0.0,21.141,4.802,0.0,125.67,0.0,164.531
1079,2025-06-26,6,158.4,Private Car,,Diesel,,2,1.02,1.0,Budget Hotel,10.11,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,40.824,0.6,5.436,1.075,Open Landfill,3.226,1,0.3,15.295,5.505,0.0,0.0,0.0,70.586
1080,2025-08-09,6,67.0,Tourist Coach,,Petrol,Private,25,1.26,1.0,Eco-lodge,7.94,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Local,16.884,1.0,9.06,0.415,Open Landfill,1.245,0,0.0,0.236,39.043,0.0,0.0,0.0,66.469
1081,2025-06-13,5,143.6,Tuk-Tuk,4-stroke,Petrol,,3,1.27,1.15,4-star,48.92,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Local,14.07,1.5,11.325,0.434,Sanitary Landfill,1.084,0,0.0,3.647,17.122,20.1,0.0,0.0,67.348
1082,2025-08-25,7,84.3,Hybrid Car,,Electric,,1,1.3,1.0,Budget Hotel,10.59,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,19.698,1.0,10.57,1.711,Open Landfill,5.987,1,0.35,5.803,6.658,0.0,0.0,0.0,49.067
1083,2025-11-20,9,1.0,Hybrid Car,,Electric,,1,1.02,1.0,Eco-lodge,9.69,wet,0.07,1.88,Electric Boiler,0.0,None,0,0.0,Local,25.326,0.3,4.077,1.445,Open Landfill,6.504,1,0.45,0.048,7.997,45.346,0.0,0.0,89.747
1084,2025-06-22,5,79.5,Private Car,,Diesel,,1,1.02,1.0,5-star,142.64,dry,0.82,1.12,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.6,4.53,1.348,Open Landfill,3.37,3,0.75,14.257,597.14,15.008,0.0,0.0,649.125
1085,2025-03-23,4,42.9,Private Car,,Electric,,1,1.28,1.0,Budget Hotel,11.3,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,27.216,0.6,3.624,1.157,Incineration,0.925,2,0.4,8.982,46.918,0.0,0.0,0.0,88.066
1086,2025-09-09,7,135.1,Hybrid Car,,Petrol,,1,1.1,1.0,Guesthouse,4.91,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.6,6.342,1.76,Open Landfill,6.159,1,0.35,8.959,45.423,0.0,0.0,0.0,86.931
1087,2025-03-07,5,78.5,Tuk-Tuk,4-stroke,LPG,,1,1.13,1.0,Budget Hotel,8.65,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.6,4.53,0.758,Composting,0.189,2,0.5,5.322,47.784,0.0,0.0,0.0,72.396
1088,2025-09-01,3,3.3,Hybrid Car,,Electric,,1,1.35,1.15,3-star,21.37,wet,0.07,3.87,Electric Boiler,0.0,None,0,0.0,Mixed,11.862,0.6,2.718,0.956,Incineration,0.574,1,0.15,0.166,5.118,31.115,0.0,0.0,51.703
1089,2025-11-09,4,1.0,Tourist Coach,,Diesel,Private,23,1.24,1.0,5-star,130.13,dry,0.82,0.0,Diesel Boiler,0.0,None,0,0.0,Local,11.256,1.0,6.04,1.158,Composting,0.232,2,0.4,0.004,426.816,16.08,0.0,0.0,460.827
1090,2025-11-05,2,78.7,Private Car,,LPG,,1,1.14,1.0,3-star,18.92,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Import-Heavy,13.608,0.3,0.906,1.4,Sanitary Landfill,1.4,3,0.3,12.397,2.649,0.0,0.0,0.0,31.259
1091,2025-11-21,10,1.0,Safari Jeep,,Diesel,,2,0.98,1.0,3-star,23.36,dry,0.82,0.0,Electric Boiler,2.23,None,0,0.0,Mixed,39.54,0.3,4.53,1.626,Open Landfill,8.13,0,0.0,2.007,216.19,0.0,0.0,0.0,270.397
1092,2025-11-06,6,48.9,Tuk-Tuk,4-stroke,Electric,,2,1.32,1.15,5-star,117.08,dry,0.82,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,16.884,1.0,9.06,1.449,Open Landfill,4.346,1,0.3,1.936,590.805,0.0,149.555,0.0,772.886
1093,2025-03-15,4,93.9,Private Car,,Petrol,,2,1.09,1.0,Budget Hotel,9.88,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,15.816,0.0,0.0,1.77,Open Landfill,3.539,1,0.2,6.734,42.258,0.0,0.0,0.0,68.547
1094,2025-06-10,5,16.6,Private Car,,Petrol,,2,1.83,1.0,5-star,109.21,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Import-Heavy,34.02,0.6,4.53,2.517,Composting,0.629,1,0.25,1.978,38.224,20.1,0.0,0.0,99.731
1095,2025-06-11,4,139.6,Tuk-Tuk,4-stroke,Electric,,1,1.51,1.15,4-star,51.52,wet,0.07,0.42,Solar Thermal,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,11.256,1.0,6.04,0.715,Sanitary Landfill,1.43,1,0.2,12.648,14.427,4.502,479.955,0.0,530.458
1096,2025-10-17,5,151.5,Train,,Electric,,68,1.13,1.15,3-star,17.64,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,19.77,0.0,0.0,2.135,Open Landfill,5.338,1,0.25,0.076,84.632,0.0,0.0,0.0,110.065
1097,2025-05-01,7,19.0,Tourist Coach,,Petrol,Private,21,0.8,1.35,Guesthouse,5.88,dry,0.82,4.41,Solar Thermal,0.0,None,0,0.0,Local,19.698,0.6,6.342,1.46,Incineration,2.044,3,1.05,0.051,33.746,82.732,0.0,0.0,145.662
1098,2025-02-15,5,62.1,Tuk-Tuk,4-stroke,Diesel,,1,0.8,1.0,3-star,20.71,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,34.02,0.6,4.53,0.295,Open Landfill,0.738,3,0.75,2.981,97.228,0.0,0.0,0.0,140.247
1099,2025-04-26,3,139.7,Train,,Electric,,77,1.11,1.0,Guesthouse,7.03,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,20.412,0.0,0.0,1.112,Composting,0.167,0,0.0,0.06,24.682,0.0,0.0,0.0,45.321
1100,2025-05-29,7,79.9,Hybrid Car,,Petrol,,1,1.01,1.0,Budget Hotel,10.21,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,47.628,1.0,10.57,0.433,Open Landfill,1.514,6,2.1,2.98,6.475,0.0,0.0,0.0,71.267
1101,2025-03-26,4,1.0,Hybrid Car,,Electric,,2,1.28,1.0,Guesthouse,6.37,dry,0.82,5.74,Electric Boiler,0.0,None,0,0.0,Import-Heavy,27.216,0.6,3.624,1.242,Open Landfill,2.484,0,0.0,0.029,30.742,61.533,0.0,0.0,125.628
1102,2025-06-21,7,71.4,Hybrid Car,,LPG,,2,1.19,1.0,Eco-lodge,8.13,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.6,6.342,2.136,Composting,0.748,0,0.0,1.592,63.895,0.0,0.0,0.0,92.275
1103,2025-07-18,3,28.8,Private Car,,Diesel,,1,0.81,1.15,4-star,49.8,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Import-Heavy,20.412,0.6,2.718,0.405,Open Landfill,0.607,3,0.45,4.107,10.459,12.06,0.0,0.0,50.814
1104,2025-06-05,9,146.5,Train,,Electric,,115,0.8,1.15,Eco-lodge,7.9,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,61.236,0.6,8.154,1.758,Composting,0.791,1,0.45,0.031,6.864,0.0,0.0,0.0,77.526
1105,2025-04-16,4,116.4,Hybrid Car,,Petrol,,2,0.92,1.0,Budget Hotel,10.83,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Local,11.256,1.0,6.04,0.687,Incineration,0.55,1,0.2,2.282,35.507,0.0,0.0,0.0,55.834
1106,2025-05-08,7,61.2,Hybrid Car,,Electric,,2,1.17,1.15,3-star,17.39,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Local,19.698,1.0,10.57,1.283,Composting,0.449,1,0.35,2.133,8.52,28.14,0.0,0.0,69.86
1107,2025-01-28,5,88.5,Tuk-Tuk,2-stroke,Petrol,,3,1.13,1.15,4-star,45.56,dry,0.82,0.0,Diesel Boiler,0.0,None,0,0.0,Local,14.07,0.6,4.53,1.645,Open Landfill,4.113,3,0.75,4.0,186.802,20.1,0.0,0.0,234.365
1108,2025-08-22,6,1.5,Hybrid Car,,LPG,,4,1.22,1.0,5-star,120.48,wet,0.07,4.37,Electric Boiler,0.0,None,0,0.0,Local,16.884,0.3,2.718,1.156,Open Landfill,3.469,0,0.0,0.02,51.861,70.27,0.0,0.0,145.221
1109,2025-10-24,7,34.8,Safari Jeep,,LPG,,2,1.19,1.0,Eco-lodge,7.94,dry,0.82,0.0,Solar Thermal,4.56,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,19.698,0.0,0.0,1.828,Open Landfill,6.396,0,0.0,4.104,45.586,0.0,354.245,0.0,430.029
1110,2025-08-10,2,173.2,Public Bus,,Diesel,Public,27,1.05,1.0,Guesthouse,6.86,dry,0.82,2.98,Electric Boiler,0.0,None,0,0.0,Local,5.628,0.6,1.812,0.279,Open Landfill,0.279,0,0.0,0.135,16.164,15.973,0.0,0.0,39.99
1111,2025-05-17,6,83.2,Train,,Electric,,72,1.37,1.0,Guesthouse,7.41,wet,0.07,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Mixed,23.724,1.0,9.06,0.279,Composting,0.084,1,0.3,0.047,4.374,0.0,324.131,0.0,361.72
1112,2025-01-25,8,135.8,Tuk-Tuk,4-stroke,LPG,,1,1.15,1.0,3-star,21.95,wet,0.07,0.0,Diesel Boiler,0.0,Small Local Festival,0,0.0,Local,22.512,1.5,18.12,0.997,Sanitary Landfill,3.987,1,0.4,9.37,12.29,32.16,47.526,0.0,146.365
1113,2025-06-27,7,93.9,Private Car,,Petrol,,2,0.8,1.15,3-star,20.8,wet,0.07,2.63,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.3,3.171,0.664,Composting,0.233,1,0.35,5.298,11.661,49.339,0.0,0.0,89.75
1114,2025-05-10,7,158.9,Hybrid Car,,Electric,,1,1.56,1.0,Eco-lodge,7.01,dry,0.82,0.08,Electric Boiler,0.0,Small Local Festival,0,0.0,Import-Heavy,47.628,0.6,6.342,2.273,Incineration,3.182,2,0.7,11.829,57.471,1.501,26.142,0.0,154.795
1115,2025-11-17,8,1.0,Train,,Electric,,62,1.09,1.15,Eco-lodge,6.93,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,31.632,0.6,7.248,0.457,Incineration,0.73,0,0.0,0.001,65.163,0.0,0.0,0.0,104.774
1116,2025-08-03,5,68.7,Private Car,,Diesel,,2,1.28,1.15,5-star,89.65,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Local,14.07,1.0,7.55,1.461,Open Landfill,3.652,1,0.25,6.952,31.376,0.0,0.0,0.0,63.85
1117,2025-06-21,4,178.7,Train,,Electric,,84,1.21,1.0,3-star,17.38,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,15.816,1.0,6.04,1.077,Composting,0.215,0,0.0,0.077,5.706,0.0,0.0,0.0,27.855
1118,2025-02-24,9,137.4,Hybrid Car,,Diesel,,2,1.36,1.0,5-star,120.39,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,25.326,1.0,13.59,1.34,Composting,0.603,0,0.0,3.971,77.738,0.0,0.0,0.0,121.228
1119,2025-06-06,5,159.5,Private Car,,Electric,,1,0.8,1.0,4-star,39.76,dry,0.82,0.0,Diesel Boiler,0.0,Pilgrimage (Pada Yatra),107,117.02,Local,14.07,0.3,2.265,0.831,Open Landfill,2.077,0,0.0,22.864,163.014,20.1,0.0,313.614,538.003
1120,2025-02-06,6,79.6,Private Car,,Electric,,1,0.95,1.15,Budget Hotel,10.97,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Local,16.884,0.6,5.436,1.115,Composting,0.335,2,0.6,12.818,53.98,0.0,0.0,0.0,90.052
1121,2025-09-02,6,47.8,Tuk-Tuk,4-stroke,Petrol,,1,0.8,1.0,Budget Hotel,11.79,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,0.6,5.436,0.663,Composting,0.199,0,0.0,2.294,6.211,0.0,0.0,0.0,31.025
1122,2025-08-05,4,18.4,Public Bus,,Petrol,Public,41,1.12,1.0,Eco-lodge,7.99,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,27.216,1.0,6.04,0.2,Composting,0.04,1,0.2,0.01,3.077,0.0,0.0,0.0,36.583
1123,2025-11-20,10,14.2,Public Bus,,Diesel,Public,41,0.8,1.0,Eco-lodge,8.56,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,28.14,0.3,4.53,1.387,Open Landfill,6.935,0,0.0,0.006,8.089,0.0,0.0,0.0,47.7
1124,2025-07-30,9,128.4,Safari Jeep,,Electric,,5,1.22,1.35,5-star,98.98,wet,0.07,0.0,Solar Thermal,5.85,None,0,0.0,Import-Heavy,61.236,1.0,13.59,1.478,Open Landfill,6.649,2,0.9,2.106,62.36,0.0,0.0,0.0,146.841
1125,2025-10-27,7,110.8,Tuk-Tuk,2-stroke,Petrol,,3,1.11,1.0,3-star,17.66,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,27.678,1.0,10.57,1.814,Open Landfill,6.349,1,0.35,4.92,10.124,0.0,0.0,0.0,59.99
1126,2025-09-06,4,76.0,Tuk-Tuk,4-stroke,LPG,,3,0.95,1.0,Budget Hotel,8.45,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,11.256,1.0,6.04,1.873,Open Landfill,3.746,0,0.0,1.444,3.207,0.0,0.0,0.0,25.692
1127,2025-04-28,6,110.5,Private Car,,Electric,,2,1.27,1.0,5-star,98.26,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Local,16.884,1.0,9.06,1.541,Composting,0.462,3,0.9,9.142,483.445,0.0,0.0,0.0,519.894
1128,2025-09-26,6,88.5,Tourist Coach,,Petrol,Private,8,0.93,1.0,Guesthouse,6.06,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,1.0,9.06,1.67,Open Landfill,5.009,3,0.9,0.72,3.806,0.0,0.0,0.0,36.379
1129,2025-07-03,6,137.7,Train,,Electric,,67,0.8,1.15,4-star,44.01,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,0.3,2.718,1.433,Open Landfill,4.298,1,0.3,0.049,19.745,0.0,0.0,0.0,43.994
1130,2025-05-15,4,137.2,Hybrid Car,,LPG,,4,0.84,1.0,Eco-lodge,8.34,wet,0.07,0.2,Electric Boiler,0.0,None,0,0.0,Local,11.256,1.5,9.06,1.625,Open Landfill,3.25,3,0.6,1.147,3.176,2.144,0.0,0.0,30.633
1131,2025-01-07,8,16.0,Hybrid Car,,LPG,,2,0.8,1.0,Guesthouse,6.7,wet,0.07,6.95,Electric Boiler,0.0,None,0,0.0,Local,22.512,0.6,7.248,0.742,Sanitary Landfill,2.968,4,1.6,0.342,5.434,149.008,0.0,0.0,189.111
1132,2025-03-30,4,96.4,Tuk-Tuk,4-stroke,Petrol,,1,0.8,1.0,5-star,112.01,wet,0.07,0.05,Electric Boiler,0.0,None,0,0.0,Import-Heavy,27.216,0.6,3.624,1.963,Open Landfill,3.927,2,0.4,4.627,32.202,0.536,0.0,0.0,72.531
1133,2025-07-31,1,1.0,Hybrid Car,,Petrol,,1,1.01,1.0,Guesthouse,5.51,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Mixed,3.954,0.6,0.906,1.027,Open Landfill,0.514,0,0.0,0.05,0.386,0.0,0.0,0.0,5.809
1134,2025-07-11,7,88.0,Train,,Electric,,66,0.99,1.0,Eco-lodge,8.07,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.6,6.342,1.1,Open Landfill,3.851,1,0.35,0.04,63.517,0.0,0.0,0.0,93.798
1135,2025-05-28,7,116.3,Hybrid Car,,LPG,,2,1.13,1.0,Guesthouse,5.18,dry,0.82,0.0,Diesel Boiler,0.0,None,0,0.0,Import-Heavy,47.628,0.6,6.342,1.952,Composting,0.683,0,0.0,2.85,29.712,28.14,0.0,0.0,115.355
1136,2025-08-26,5,1.2,Hybrid Car,,Petrol,,1,0.98,1.35,Guesthouse,6.39,wet,0.07,1.25,Diesel Boiler,0.0,None,0,0.0,Import-Heavy,34.02,0.6,4.53,1.239,Open Landfill,3.098,1,0.25,0.059,2.238,36.85,0.0,0.0,81.045
1137,2025-10-29,6,55.0,Public Bus,,Diesel,Public,29,0.97,1.0,5-star,103.51,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,1.0,9.06,0.88,Composting,0.264,0,0.0,0.037,524.016,0.0,0.0,0.0,550.26
1138,2025-05-28,10,80.6,Public Bus,,LPG,Public,40,1.16,1.0,Budget Hotel,12.53,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,28.14,0.6,9.06,2.818,Incineration,5.636,0,0.0,0.047,127.315,0.0,0.0,0.0,170.198
1139,2025-05-16,6,94.0,Public Bus,,LPG,Public,30,0.8,1.0,Eco-lodge,7.98,wet,0.07,0.32,Solar Thermal,0.0,Pilgrimage (Pada Yatra),29,32.31,Mixed,23.724,0.6,5.436,1.44,Open Landfill,4.321,1,0.3,0.05,3.352,5.146,0.0,86.591,128.919
1140,2025-09-24,5,63.3,Public Bus,,LPG,Public,18,1.14,1.0,5-star,86.45,dry,0.82,2.86,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.6,4.53,2.055,Sanitary Landfill,5.138,2,0.5,0.08,366.763,38.324,0.0,0.0,429.405
1141,2025-05-19,4,9.7,Private Car,,Diesel,,2,1.09,1.0,Budget Hotel,10.92,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Local,11.256,0.6,3.624,0.98,Sanitary Landfill,1.959,1,0.2,0.745,35.831,0.0,0.0,0.0,53.615
1142,2025-05-11,7,76.8,Safari Jeep,,Electric,,6,1.46,1.0,Budget Hotel,12.15,wet,0.07,7.45,Solar Thermal,4.74,None,0,0.0,Local,19.698,0.6,6.342,1.798,Open Landfill,6.294,0,0.0,1.422,5.954,139.762,0.0,0.0,179.472
1143,2025-09-01,3,1.0,Safari Jeep,,Electric,,6,0.8,1.0,4-star,40.78,wet,0.07,0.0,Solar Thermal,1.31,None,0,0.0,Local,8.442,1.5,6.795,0.965,Composting,0.145,1,0.15,0.393,8.564,0.0,0.0,0.0,24.489
